epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1552339061297,2019-03-11T17.17.41.297,0.000,0.943,0.253,0.248
1552339061377,2019-03-11T17.17.41.377,0.080,0.951,0.249,0.252
1552339061457,2019-03-11T17.17.41.457,0.160,0.951,0.257,0.252
1552339061537,2019-03-11T17.17.41.537,0.240,0.950,0.266,0.252
1552339061617,2019-03-11T17.17.41.617,0.320,0.949,0.248,0.246
1552339061697,2019-03-11T17.17.41.697,0.400,0.955,0.249,0.243
1552339061777,2019-03-11T17.17.41.777,0.480,0.954,0.255,0.244
1552339061857,2019-03-11T17.17.41.857,0.560,0.952,0.256,0.241
1552339061937,2019-03-11T17.17.41.937,0.640,0.946,0.271,0.249
1552339062017,2019-03-11T17.17.42.017,0.720,0.947,0.279,0.264
1552339062097,2019-03-11T17.17.42.097,0.800,0.949,0.287,0.277
1552339062177,2019-03-11T17.17.42.177,0.880,0.913,0.292,0.281
1552339062257,2019-03-11T17.17.42.257,0.960,0.930,0.238,0.269
1552339062337,2019-03-11T17.17.42.337,1.040,0.941,0.240,0.252
1552339062417,2019-03-11T17.17.42.417,1.120,0.927,0.267,0.261
1552339062497,2019-03-11T17.17.42.497,1.200,0.956,0.233,0.235
1552339062577,2019-03-11T17.17.42.577,1.280,0.973,0.250,0.201
1552339062657,2019-03-11T17.17.42.657,1.360,0.963,0.277,0.188
1552339062737,2019-03-11T17.17.42.737,1.440,0.978,0.289,0.182
1552339062817,2019-03-11T17.17.42.817,1.520,0.886,0.311,0.100
1552339062897,2019-03-11T17.17.42.897,1.600,0.834,0.436,-0.021
1552339062977,2019-03-11T17.17.42.977,1.680,0.963,0.562,-0.102
1552339063057,2019-03-11T17.17.43.057,1.760,1.031,0.537,-0.041
1552339063137,2019-03-11T17.17.43.137,1.840,0.904,0.455,0.026
1552339063217,2019-03-11T17.17.43.217,1.920,0.877,0.439,0.084
1552339063297,2019-03-11T17.17.43.297,2.000,0.863,0.430,0.095
1552339063377,2019-03-11T17.17.43.377,2.080,0.910,0.435,0.099
1552339063457,2019-03-11T17.17.43.457,2.160,0.933,0.399,0.121
1552339063537,2019-03-11T17.17.43.537,2.240,0.935,0.347,0.159
1552339063617,2019-03-11T17.17.43.617,2.320,0.906,0.282,0.148
1552339063697,2019-03-11T17.17.43.697,2.400,0.946,0.267,0.154
1552339063777,2019-03-11T17.17.43.777,2.480,1.030,0.267,0.224
1552339063857,2019-03-11T17.17.43.857,2.560,0.970,0.255,0.214
1552339063937,2019-03-11T17.17.43.937,2.640,0.952,0.237,0.184
1552339064017,2019-03-11T17.17.44.017,2.720,0.973,0.221,0.149
1552339064097,2019-03-11T17.17.44.097,2.800,1.054,0.289,0.152
1552339064177,2019-03-11T17.17.44.177,2.880,1.010,0.367,0.116
1552339064257,2019-03-11T17.17.44.257,2.960,0.821,0.382,0.066
1552339064337,2019-03-11T17.17.44.337,3.040,0.965,0.329,0.120
1552339064417,2019-03-11T17.17.44.417,3.120,0.917,0.321,0.128
1552339064497,2019-03-11T17.17.44.497,3.200,0.908,0.376,0.136
1552339064577,2019-03-11T17.17.44.577,3.280,0.892,0.399,0.111
1552339064657,2019-03-11T17.17.44.657,3.360,0.872,0.378,0.145
1552339064737,2019-03-11T17.17.44.737,3.440,0.836,0.318,0.185
1552339064817,2019-03-11T17.17.44.817,3.520,0.774,0.279,0.095
1552339064897,2019-03-11T17.17.44.897,3.600,0.741,0.333,-0.072
1552339064977,2019-03-11T17.17.44.977,3.680,0.857,0.373,-0.139
1552339065057,2019-03-11T17.17.45.057,3.760,0.896,0.361,-0.178
1552339065137,2019-03-11T17.17.45.137,3.840,0.862,0.400,-0.174
1552339065217,2019-03-11T17.17.45.217,3.920,0.762,0.501,-0.121
1552339065297,2019-03-11T17.17.45.297,4.000,0.690,0.582,-0.088
1552339065377,2019-03-11T17.17.45.377,4.080,0.591,0.662,-0.011
1552339065457,2019-03-11T17.17.45.457,4.160,0.575,0.532,0.050
1552339065537,2019-03-11T17.17.45.537,4.240,0.713,0.674,0.084
1552339065617,2019-03-11T17.17.45.617,4.320,0.974,0.084,0.431
1552339065697,2019-03-11T17.17.45.697,4.400,1.869,-1.233,0.988
1552339065777,2019-03-11T17.17.45.777,4.480,0.901,-1.373,0.630
1552339065857,2019-03-11T17.17.45.857,4.560,0.623,-0.249,0.108
1552339065937,2019-03-11T17.17.45.937,4.640,1.069,-0.560,0.128
1552339066017,2019-03-11T17.17.46.017,4.720,1.065,-0.864,0.158
1552339066097,2019-03-11T17.17.46.097,4.800,0.775,-0.699,0.158
1552339066177,2019-03-11T17.17.46.177,4.880,0.628,-0.632,0.209
1552339066257,2019-03-11T17.17.46.257,4.960,0.704,-0.703,0.198
1552339066337,2019-03-11T17.17.46.337,5.040,0.736,-0.479,0.078
1552339066417,2019-03-11T17.17.46.417,5.120,0.950,-0.641,0.048
1552339066497,2019-03-11T17.17.46.497,5.200,0.833,-0.569,0.244
1552339066577,2019-03-11T17.17.46.577,5.280,0.848,-0.296,0.145
1552339066657,2019-03-11T17.17.46.657,5.360,0.955,-0.405,0.014
1552339066737,2019-03-11T17.17.46.737,5.440,0.958,-0.454,0.045
1552339066817,2019-03-11T17.17.46.817,5.520,0.837,-0.565,0.115
1552339066897,2019-03-11T17.17.46.897,5.600,0.848,-0.560,0.040
1552339066977,2019-03-11T17.17.46.977,5.680,0.864,-0.473,0.100
1552339067057,2019-03-11T17.17.47.057,5.760,0.837,-0.522,0.107
1552339067137,2019-03-11T17.17.47.137,5.840,0.835,-0.496,-0.002
1552339067217,2019-03-11T17.17.47.217,5.920,0.846,-0.475,0.014
1552339067297,2019-03-11T17.17.47.297,6.000,0.880,-0.482,0.103
1552339067377,2019-03-11T17.17.47.377,6.080,0.844,-0.479,0.050
1552339067457,2019-03-11T17.17.47.457,6.160,0.935,-0.524,0.008
1552339067537,2019-03-11T17.17.47.537,6.240,0.844,-0.475,0.000
1552339067617,2019-03-11T17.17.47.617,6.320,0.883,-0.454,-0.021
1552339067696,2019-03-11T17.17.47.696,6.400,0.902,-0.478,0.035
1552339067776,2019-03-11T17.17.47.776,6.480,0.873,-0.476,0.028
1552339067856,2019-03-11T17.17.47.856,6.560,0.874,-0.482,0.042
1552339067936,2019-03-11T17.17.47.936,6.640,0.865,-0.485,0.064
1552339068016,2019-03-11T17.17.48.016,6.720,0.873,-0.506,0.085
1552339068096,2019-03-11T17.17.48.096,6.800,0.870,-0.503,0.092
1552339068176,2019-03-11T17.17.48.176,6.880,0.859,-0.479,0.148
1552339068256,2019-03-11T17.17.48.256,6.960,0.888,-0.443,0.206
1552339068336,2019-03-11T17.17.48.336,7.040,0.854,-0.454,0.221
1552339068416,2019-03-11T17.17.48.416,7.120,0.861,-0.477,0.239
1552339068496,2019-03-11T17.17.48.496,7.200,0.904,-0.436,0.237
1552339068576,2019-03-11T17.17.48.576,7.280,0.836,-0.375,0.208
1552339068656,2019-03-11T17.17.48.656,7.360,0.870,-0.383,0.167
1552339068736,2019-03-11T17.17.48.736,7.440,0.918,-0.317,0.062
1552339068816,2019-03-11T17.17.48.816,7.520,0.904,-0.284,-0.093
1552339068896,2019-03-11T17.17.48.896,7.600,0.893,-0.240,-0.227
1552339068976,2019-03-11T17.17.48.976,7.680,0.867,-0.188,-0.352
1552339069056,2019-03-11T17.17.49.056,7.760,0.851,-0.116,-0.427
1552339069136,2019-03-11T17.17.49.136,7.840,0.835,0.029,-0.500
1552339069216,2019-03-11T17.17.49.216,7.920,0.835,-0.010,-0.584
1552339069296,2019-03-11T17.17.49.296,8.000,0.823,-0.000,-0.671
1552339069376,2019-03-11T17.17.49.376,8.080,0.781,0.124,-0.626
1552339069456,2019-03-11T17.17.49.456,8.160,0.824,0.076,-0.615
1552339069536,2019-03-11T17.17.49.536,8.240,0.788,0.150,-0.594
1552339069616,2019-03-11T17.17.49.616,8.320,0.784,0.109,-0.654
1552339069696,2019-03-11T17.17.49.696,8.400,0.721,0.131,-0.691
1552339069776,2019-03-11T17.17.49.776,8.480,0.767,0.101,-0.682
1552339069856,2019-03-11T17.17.49.856,8.560,0.780,0.060,-0.705
1552339069936,2019-03-11T17.17.49.936,8.640,0.747,0.123,-0.726
1552339070016,2019-03-11T17.17.50.016,8.720,0.805,0.135,-0.648
1552339070096,2019-03-11T17.17.50.096,8.800,0.847,0.179,-0.608
1552339070176,2019-03-11T17.17.50.176,8.880,0.919,0.375,-0.707
1552339070256,2019-03-11T17.17.50.256,8.960,0.929,0.575,-0.609
1552339070336,2019-03-11T17.17.50.336,9.040,0.782,0.475,-0.532
1552339070416,2019-03-11T17.17.50.416,9.120,0.686,0.453,-0.553
1552339070496,2019-03-11T17.17.50.496,9.200,0.625,0.387,-0.533
1552339070576,2019-03-11T17.17.50.576,9.280,0.813,0.588,-0.664
1552339070656,2019-03-11T17.17.50.656,9.360,0.804,0.704,-0.419
1552339070736,2019-03-11T17.17.50.736,9.440,0.657,0.792,-0.244
1552339070816,2019-03-11T17.17.50.816,9.520,0.875,0.760,-0.151
1552339070896,2019-03-11T17.17.50.896,9.600,0.963,0.522,-0.229
1552339070976,2019-03-11T17.17.50.976,9.680,0.815,0.688,-0.443
1552339071056,2019-03-11T17.17.51.056,9.760,0.665,0.659,-0.520
1552339071136,2019-03-11T17.17.51.136,9.840,0.622,0.653,-0.383
1552339071216,2019-03-11T17.17.51.216,9.920,0.895,0.631,0.086
1552339071296,2019-03-11T17.17.51.296,10.000,0.613,0.673,-0.324
1552339071376,2019-03-11T17.17.51.376,10.080,0.675,0.570,-0.160
1552339071456,2019-03-11T17.17.51.456,10.160,0.683,0.683,-0.220
1552339071536,2019-03-11T17.17.51.536,10.240,0.637,0.622,-0.229
1552339071616,2019-03-11T17.17.51.616,10.320,0.838,0.379,-0.138
1552339071696,2019-03-11T17.17.51.696,10.400,1.077,0.215,-0.056
1552339071776,2019-03-11T17.17.51.776,10.480,0.857,0.232,0.104
1552339071856,2019-03-11T17.17.51.856,10.560,0.714,0.308,0.083
1552339071936,2019-03-11T17.17.51.936,10.640,0.843,0.409,0.010
1552339072016,2019-03-11T17.17.52.016,10.720,0.883,0.511,-0.096
1552339072096,2019-03-11T17.17.52.096,10.800,1.074,0.513,-0.131
1552339072176,2019-03-11T17.17.52.176,10.880,1.032,0.513,-0.070
1552339072256,2019-03-11T17.17.52.256,10.960,0.907,0.146,-0.150
1552339072336,2019-03-11T17.17.52.336,11.040,1.319,0.104,-0.429
1552339072416,2019-03-11T17.17.52.416,11.120,1.264,0.469,-0.290
1552339072496,2019-03-11T17.17.52.496,11.200,1.134,0.376,-0.354
1552339072576,2019-03-11T17.17.52.576,11.280,1.076,0.377,-0.381
1552339072656,2019-03-11T17.17.52.656,11.360,0.966,0.364,-0.402
1552339072736,2019-03-11T17.17.52.736,11.440,0.905,0.356,-0.413
1552339072816,2019-03-11T17.17.52.816,11.520,0.822,0.363,-0.384
1552339072896,2019-03-11T17.17.52.896,11.600,0.743,0.282,-0.390
1552339072976,2019-03-11T17.17.52.976,11.680,0.628,0.217,-0.307
1552339073056,2019-03-11T17.17.53.056,11.760,0.623,0.232,-0.226
1552339073136,2019-03-11T17.17.53.136,11.840,0.889,0.257,-0.133
1552339073216,2019-03-11T17.17.53.216,11.920,0.986,0.324,0.075
1552339073296,2019-03-11T17.17.53.296,12.000,0.908,0.398,0.213
1552339073376,2019-03-11T17.17.53.376,12.080,0.895,0.469,0.289
1552339073456,2019-03-11T17.17.53.456,12.160,0.854,0.395,0.246
1552339073536,2019-03-11T17.17.53.536,12.240,0.821,0.417,0.229
1552339073616,2019-03-11T17.17.53.616,12.320,0.841,0.434,0.213
1552339073696,2019-03-11T17.17.53.696,12.400,0.904,0.502,0.203
1552339073776,2019-03-11T17.17.53.776,12.480,0.874,0.481,0.211
1552339073856,2019-03-11T17.17.53.856,12.560,0.848,0.437,0.219
1552339073936,2019-03-11T17.17.53.936,12.640,0.862,0.416,0.214
1552339074016,2019-03-11T17.17.54.016,12.720,0.859,0.384,0.225